i1,j1,fq,pval,fdr,bon,ibp,jbp,rawc
80,165,0.0113013592324788,0.188815555555556,0.65875896438556,1.0,231200000,231625000,20.452194
54,122,0.0150018350036296,0.188925903614458,0.65875896438556,1.0,231070000,231410000,23.263842
26,152,0.0063340103244973,0.188952554744526,0.65875896438556,1.0,230930000,231560000,15.522418
155,174,0.0768190180583653,0.188955118110236,0.65875896438556,1.0,231575000,231670000,50.107445
47,163,0.0074098198040707,0.188958450704225,0.65875896438556,1.0,231035000,231615000,16.986794
15,171,0.004849913015732,0.188964754098361,0.65875896438556,1.0,230875000,231655000,12.971473
48,164,0.007408178745581,0.188991549295775,0.65875896438556,1.0,231040000,231620000,16.978758
7,135,0.0060981213895669,0.189046691176471,0.65875896438556,1.0,230835000,231475000,15.132047
63,127,0.0161422958174545,0.189056845238095,0.65875896438556,1.0,231115000,231435000,24.10919
17,135,0.0070959316408102,0.189074822695035,0.65875896438556,1.0,230885000,231475000,16.634968
67,143,0.0128502017597863,0.189077160493827,0.65875896438556,1.0,231135000,231515000,21.788689
12,48,0.0319652570998354,0.189116208791209,0.65875896438556,1.0,230860000,231040000,34.003925
38,157,0.0069956672807587,0.189151957295374,0.65875896438556,1.0,230990000,231585000,16.498621
23,153,0.0060850598644128,0.189164814814815,0.65875896438556,1.0,230915000,231565000,15.112385
15,49,0.0345451916826767,0.189184699453552,0.65875896438556,1.0,230875000,231045000,35.207756
63,147,0.0116382045452032,0.189195886075949,0.65875896438556,1.0,231115000,231535000,20.727005
14,100,0.0111427416338417,0.189199363057325,0.65875896438556,1.0,230870000,231300000,20.313414
32,150,0.0070883316622323,0.18920390070922,0.65875896438556,1.0,230960000,231550000,16.626732
97,174,0.0126902975472348,0.189229721362229,0.65875896438556,1.0,231285000,231670000,21.669085
5,169,0.0046265473356749,0.189249576271186,0.65875896438556,1.0,230825000,231645000,12.60111
69,164,0.0094337763560942,0.189266557377049,0.65875896438556,1.0,231145000,231620000,18.874327
45,118,0.0136372622718042,0.189328440366972,0.65875896438556,1.0,231025000,231390000,22.391584
57,153,0.0092760926809983,0.189336513157895,0.65875896438556,1.0,231085000,231565000,18.76643
14,111,0.0091539207603377,0.189409900990099,0.65875896438556,1.0,230870000,231355000,18.66165
9,138,0.0060919255050046,0.189416236162362,0.65875896438556,1.0,230845000,231490000,15.1292305
41,174,0.0058903131889624,0.189438576779026,0.65875896438556,1.0,231005000,231670000,14.686235
80,94,0.120063067693152,0.189473575129534,0.65875896438556,1.0,231200000,231270000,59.537994
69,171,0.0083811376036808,0.189547986577181,0.65875896438556,1.0,231145000,231655000,18.079454
73,170,0.009144240212484,0.189559405940594,0.65875896438556,1.0,231165000,231650000,18.646555
25,163,0.0056095396397205,0.189669847328244,0.65875896438556,1.0,230925000,231615000,14.228157
47,137,0.0102131602612846,0.189688387096774,0.65875896438556,1.0,231035000,231485000,19.503761
12,146,0.0058235063577953,0.189745112781955,0.65875896438556,1.0,230860000,231530000,14.564286
59,159,0.0086859244509282,0.189755666666667,0.65875896438556,1.0,231095000,231595000,18.32039
95,138,0.025496929441371,0.189789635854342,0.65875896438556,1.0,231275000,231490000,30.209167
39,134,0.0093975499737484,0.189876721311475,0.65875896438556,1.0,230995000,231470000,18.850134
67,172,0.0080847352803217,0.189929152542373,0.65875896438556,1.0,231135000,231660000,17.80907
70,96,0.0493865882351197,0.189943048128342,0.65875896438556,1.0,231150000,231280000,41.568264
48,153,0.0080757107795343,0.1901,0.65875896438556,1.0,231040000,231565000,17.790562
18,155,0.0056608835560663,0.190169201520913,0.65875896438556,1.0,230890000,231575000,14.297074
64,170,0.0080227215856648,0.19019387755102,0.65875896438556,1.0,231120000,231650000,17.698732
74,173,0.0088015097583015,0.190199667774086,0.65875896438556,1.0,231170000,231665000,18.422457
17,160,0.0053083125096101,0.19026186770428,0.65875896438556,1.0,230885000,231600000,13.739986
147,168,0.0665081769731255,0.190412664907652,0.65875896438556,1.0,231535000,231640000,46.956707
1,166,0.0045300440856708,0.190417446808511,0.65875896438556,1.0,230805000,231630000,12.397992
53,165,0.0077047167104116,0.190429166666667,0.65875896438556,1.0,231065000,231625000,17.332355
155,169,0.119939678341561,0.190429792746114,0.65875896438556,1.0,231575000,231645000,59.4893
86,167,0.012045379719751,0.190430094043887,0.65875896438556,1.0,231230000,231635000,21.065361
49,156,0.0080196893374254,0.190441979522184,0.65875896438556,1.0,231045000,231580000,17.693056
98,144,0.0234930355454745,0.190483050847458,0.65875896438556,1.0,231290000,231520000,28.876623
57,160,0.0080822911634238,0.190629292929293,0.65875896438556,1.0,231085000,231600000,17.800951
34,177,0.0052915734936004,0.190643968871595,0.65875896438556,1.0,230970000,231685000,13.713109
26,156,0.0060012082433522,0.190707037037037,0.65875896438556,1.0,230930000,231580000,14.913708
81,112,0.0387497598822873,0.190793495934959,0.65875896438556,1.0,231205000,231360000,37.236805
63,146,0.011747928805257,0.190796845425868,0.65875896438556,1.0,231115000,231530000,20.815416
49,121,0.0137766833979721,0.190921951219512,0.65875896438556,1.0,231045000,231405000,22.503181
95,175,0.0122252357658596,0.190940625,0.65875896438556,1.0,231275000,231675000,21.227007
55,109,0.0196719424621149,0.19097774566474,0.65875896438556,1.0,231075000,231345000,26.668818
88,171,0.0117370858275221,0.190978233438486,0.65875896438556,1.0,231240000,231655000,20.806856
52,124,0.013771540976764,0.191003353658537,0.65875896438556,1.0,231060000,231420000,22.501966
12,147,0.0056547323140963,0.191020754716981,0.65875896438556,1.0,230860000,231535000,14.292775
93,129,0.0318265377162218,0.191058516483516,0.65875896438556,1.0,231265000,231445000,33.93651
61,103,0.0261043158622045,0.191067318435754,0.65875896438556,1.0,231105000,231315000,30.513872
37,165,0.0059904880963971,0.191071691176471,0.65875896438556,1.0,230985000,231625000,14.88925
6,165,0.0045762675915399,0.191103319502075,0.65875896438556,1.0,230830000,231625000,12.510593
54,161,0.0079799604574419,0.19112252559727,0.65875896438556,1.0,231070000,231605000,17.644682
68,129,0.0170275354295355,0.191136578171091,0.65875896438556,1.0,231140000,231445000,24.779716
158,168,0.199702535250998,0.191192564102564,0.65875896438556,1.0,231590000,231640000,73.26155
53,119,0.0154647470455406,0.191269760479042,0.65875896438556,1.0,231065000,231395000,23.609892
65,142,0.0125597352114716,0.19128080495356,0.65875896438556,1.0,231125000,231510000,21.551357
77,96,0.0765696626374658,0.191296587926509,0.65875896438556,1.0,231185000,231280000,50.035873
4,168,0.0045385962247231,0.191315254237288,0.65875896438556,1.0,230820000,231640000,12.418711
61,172,0.0076601614060169,0.19131660899654,0.65875896438556,1.0,231105000,231660000,17.274593
37,171,0.005735227224291,0.19132969924812,0.65875896438556,1.0,230985000,231655000,14.397595
79,165,0.0110117799904563,0.191346178343949,0.65875896438556,1.0,231195000,231625000,20.183079
48,111,0.0162984958773097,0.191392581602374,0.65875896438556,1.0,231040000,231355000,24.283335
41,158,0.0070450908190287,0.191433568904594,0.65875896438556,1.0,231005000,231590000,16.560205
54,174,0.0066127470631073,0.1914425,0.65875896438556,1.0,231070000,231670000,15.99646
2,151,0.0050916043591233,0.191461354581673,0.65875896438556,1.0,230810000,231555000,13.379429
68,173,0.0079894740110432,0.191580338983051,0.65875896438556,1.0,231140000,231665000,17.65622
49,141,0.0098264062892773,0.191630519480519,0.65875896438556,1.0,231045000,231505000,19.188982
31,155,0.0061653007238817,0.191650724637681,0.65875896438556,1.0,230955000,231575000,15.216667
109,170,0.0169916554670965,0.191766371681416,0.65875896438556,1.0,231345000,231650000,24.740908
54,167,0.0075934048046791,0.191767595818815,0.65875896438556,1.0,231070000,231635000,17.215858
59,154,0.0092799950624533,0.191847868852459,0.65875896438556,1.0,231095000,231570000,18.774628
64,163,0.0086988807709578,0.191932225913621,0.65875896438556,1.0,231120000,231615000,18.33259
70,122,0.0203274051815072,0.191949137931034,0.65875896438556,1.0,231150000,231410000,27.011448
54,164,0.0077410638091236,0.192005862068966,0.65875896438556,1.0,231070000,231620000,17.375994
62,161,0.0086906148461298,0.192067109634552,0.65875896438556,1.0,231110000,231605000,18.327368
41,137,0.0091099800302569,0.192078289473684,0.65875896438556,1.0,231005000,231485000,18.62061
53,90,0.0305719265323472,0.192119283746556,0.65875896438556,1.0,231065000,231250000,33.154606
17,168,0.0049162121869235,0.192175502008032,0.65875896438556,1.0,230885000,231640000,13.065131
4,173,0.0045467214246728,0.192199134199134,0.65875896438556,1.0,230820000,231665000,12.439262
61,118,0.0184547583027913,0.192208746355685,0.65875896438556,1.0,231105000,231390000,25.864563
73,91,0.0826492614392189,0.192210209424084,0.65875896438556,1.0,231165000,231255000,51.59587
14,126,0.0075976147591108,0.192219097222222,0.65875896438556,1.0,230870000,231430000,17.21951
74,126,0.0203107493412426,0.192231609195402,0.65875896438556,1.0,231170000,231430000,27.007818
83,174,0.0100510169862602,0.192295792880259,0.65875896438556,1.0,231215000,231670000,19.363808
110,137,0.0467422233074511,0.192302680965147,0.65875896438556,1.0,231350000,231485000,40.666718
75,96,0.0663141183241515,0.192310817941953,0.65875896438556,1.0,231175000,231280000,46.862152
57,170,0.0075528145269953,0.192476655052265,0.65875896438556,1.0,231085000,231650000,17.188232
26,164,0.0054611341767699,0.192495801526718,0.65875896438556,1.0,230930000,231620000,13.980894
86,112,0.0491593837774933,0.192524331550802,0.65875896438556,1.0,231230000,231360000,41.455208
37,175,0.0054594203631179,0.192528244274809,0.65875896438556,1.0,230985000,231675000,13.976917
20,46,0.0491589852896216,0.192528877005348,0.65875896438556,1.0,230900000,231030000,41.448162
15,166,0.0048990881777248,0.192546987951807,0.65875896438556,1.0,230875000,231630000,13.050842
11,165,0.0047709066263281,0.192567886178862,0.65875896438556,1.0,230855000,231625000,12.860174
105,136,0.038610165409645,0.192589430894309,0.65875896438556,1.0,231325000,231480000,37.20035
44,137,0.0095347055230531,0.192589576547231,0.65875896438556,1.0,231020000,231485000,18.953363
20,168,0.0050286636409225,0.192606746031746,0.65875896438556,1.0,230900000,231640000,13.243768
11,168,0.0045990944379469,0.192614814814815,0.65875896438556,1.0,230855000,231640000,12.548776
8,168,0.0045124589160186,0.192642916666667,0.65875896438556,1.0,230840000,231640000,12.382684
9,171,0.0044432029659552,0.19267268907563,0.65875896438556,1.0,230845000,231655000,12.198553
22,135,0.0075422602874082,0.192673867595819,0.65875896438556,1.0,230910000,231475000,17.157286
1,159,0.0045886773654787,0.192742148760331,0.65875896438556,1.0,230805000,231595000,12.5278845
4,169,0.0044302775510716,0.192772340425532,0.65875896438556,1.0,230820000,231645000,12.1707945
20,138,0.0068957106080878,0.192798581560284,0.65875896438556,1.0,230900000,231490000,16.370325
61,157,0.0090648787242848,0.192810855263158,0.65875896438556,1.0,231105000,231585000,18.588129
64,121,0.0184172840757675,0.192842565597668,0.65875896438556,1.0,231120000,231405000,25.854794
26,160,0.0056539934619841,0.1929,0.65875896438556,1.0,230930000,231600000,14.292712
34,160,0.0061175840077826,0.193028467153285,0.65875896438556,1.0,230970000,231600000,15.1511
67,171,0.0079203879870653,0.193042905405405,0.65875896438556,1.0,231135000,231655000,17.586744
52,162,0.007676321225998,0.193111379310345,0.65875896438556,1.0,231060000,231610000,17.297863
39,172,0.0056959864603208,0.193122097378277,0.65875896438556,1.0,230995000,231660000,14.326444
11,166,0.0047776872491024,0.193124897959184,0.65875896438556,1.0,230855000,231630000,12.869086
46,173,0.005940815413617,0.193159340659341,0.65875896438556,1.0,231030000,231665000,14.784706
39,154,0.0072324361524789,0.19322,0.65875896438556,1.0,230995000,231570000,16.806889
7,165,0.0045671311148855,0.193236363636364,0.65875896438556,1.0,230835000,231625000,12.48886
7,137,0.0058647840659019,0.193248518518519,0.65875896438556,1.0,230835000,231485000,14.627517
27,131,0.0079088545843061,0.193254391891892,0.65875896438556,1.0,230935000,231455000,17.558567
24,149,0.0061276030462874,0.193276363636364,0.65875896438556,1.0,230920000,231545000,15.158298
43,150,0.0078576316010177,0.193297610921502,0.65875896438556,1.0,231015000,231550000,17.500551
31,41,0.199363197556461,0.193344871794872,0.65875896438556,1.0,230955000,231005000,73.14281
90,174,0.0113801938725117,0.193379430379747,0.65875896438556,1.0,231250000,231670000,20.498713
24,137,0.0074983718835684,0.193435191637631,0.65875896438556,1.0,230920000,231485000,17.083342
150,167,0.0896247588837911,0.193438903394256,0.65875896438556,1.0,231550000,231635000,52.876762
72,128,0.0187567833049559,0.193462209302326,0.65875896438556,1.0,231160000,231440000,26.102991
73,87,0.119544267480806,0.193476424870466,0.65875896438556,1.0,231165000,231235000,59.309856
148,166,0.0825065106018223,0.193506806282723,0.65875896438556,1.0,231540000,231630000,51.514145
52,86,0.0342188909930767,0.193540163934426,0.65875896438556,1.0,231060000,231230000,35.07967
63,107,0.024611030640558,0.193583988764045,0.65875896438556,1.0,231115000,231335000,29.590345
47,141,0.0092710225681812,0.193647712418301,0.65875896438556,1.0,231035000,231505000,18.753372
2,42,0.0276133122473532,0.1936975,0.65875896438556,1.0,230810000,231010000,31.524347
50,150,0.0084520939029901,0.193778,0.65875896438556,1.0,231050000,231550000,18.13841
47,138,0.0099616078252748,0.193823948220065,0.65875896438556,1.0,231035000,231490000,19.273441
18,148,0.0058346341528514,0.19384,0.65875896438556,1.0,230890000,231540000,14.573267
14,131,0.0069164249828264,0.193862897526502,0.65875896438556,1.0,230870000,231455000,16.389034
77,144,0.0150244363508788,0.19388018018018,0.65875896438556,1.0,231185000,231520000,23.269442
27,138,0.0075114176522407,0.193907266435986,0.65875896438556,1.0,230935000,231490000,17.097393
66,150,0.0113453148216563,0.193948734177215,0.65875896438556,1.0,231130000,231550000,20.483212
27,135,0.007693436957144,0.194028424657534,0.65875896438556,1.0,230935000,231475000,17.31356
71,175,0.0078628977435298,0.194084121621622,0.65875896438556,1.0,231155000,231675000,17.50879
48,168,0.0064715311195245,0.194120357142857,0.65875896438556,1.0,231040000,231640000,15.746904
9,140,0.0057878628764257,0.194127881040892,0.65875896438556,1.0,230845000,231500000,14.482395
99,124,0.0518563710376245,0.1941728,0.65875896438556,1.0,231295000,231420000,42.39094
56,162,0.0077949231738478,0.194193197278912,0.65875896438556,1.0,231080000,231610000,17.451796
71,169,0.0087035509703902,0.194194370860927,0.65875896438556,1.0,231155000,231645000,18.333452
66,126,0.017170355896141,0.194247352941176,0.65875896438556,1.0,231130000,231430000,24.88072
64,117,0.0197849916222457,0.194267723342939,0.65875896438556,1.0,231120000,231385000,26.730135
3,169,0.0044192045908787,0.194276923076923,0.65875896438556,1.0,230815000,231645000,12.147883
39,163,0.0060303473750856,0.194291304347826,0.65875896438556,1.0,230995000,231615000,14.986482
49,159,0.0076047536295448,0.194335172413793,0.65875896438556,1.0,231045000,231595000,17.229412
50,139,0.0101839170822956,0.194337942122186,0.65875896438556,1.0,231050000,231495000,19.467457
29,167,0.005361761445704,0.194375572519084,0.65875896438556,1.0,230945000,231635000,13.812557
66,101,0.032894733362952,0.19438602739726,0.65875896438556,1.0,231130000,231305000,34.383682
21,152,0.0057739164455519,0.194391449814126,0.65875896438556,1.0,230905000,231560000,14.459948
100,142,0.0258965832299752,0.194447765363128,0.65875896438556,1.0,231300000,231510000,30.430952
143,161,0.0824003653539045,0.194455235602094,0.65875896438556,1.0,231515000,231605000,51.413662
26,153,0.0058737443608515,0.194501831501832,0.65875896438556,1.0,230930000,231565000,14.649362
94,124,0.040219058246518,0.194512162162162,0.65875896438556,1.0,231270000,231420000,37.94599
18,49,0.0384585461404334,0.194550677506775,0.65875896438556,1.0,230890000,231045000,37.16694
51,104,0.019765218490029,0.194616426512968,0.65875896438556,1.0,231055000,231320000,26.720139
101,142,0.0267359405183751,0.194638997214485,0.65875896438556,1.0,231305000,231510000,30.879583
52,116,0.0158147982985384,0.194641666666667,0.65875896438556,1.0,231060000,231380000,23.8605
35,162,0.0058615829803433,0.194727472527473,0.65875896438556,1.0,230975000,231610000,14.618991
94,172,0.0121274970456903,0.194741304347826,0.65875896438556,1.0,231270000,231660000,21.118708
7,168,0.004383764187133,0.194861924686192,0.65875896438556,1.0,230835000,231640000,12.080483
41,167,0.0060154064795985,0.194962408759124,0.65875896438556,1.0,231005000,231635000,14.955984
20,134,0.0072531130456477,0.195061538461538,0.65875896438556,1.0,230900000,231470000,16.821499
29,175,0.0049833398531781,0.195088582677165,0.65875896438556,1.0,230945000,231675000,13.16085
18,157,0.0053325622029302,0.195160153256705,0.65875896438556,1.0,230890000,231585000,13.7809725
18,149,0.005732662409691,0.195192936802974,0.65875896438556,1.0,230890000,231545000,14.393392
53,77,0.054868931407638,0.195225531914894,0.65875896438556,1.0,231065000,231185000,43.529007
15,128,0.0073970057341127,0.195272822299652,0.65875896438556,1.0,230875000,231440000,16.96849
23,166,0.0050706162639525,0.195280155642023,0.65875896438556,1.0,230915000,231630000,13.343926
26,144,0.0067601763765316,0.19528475177305,0.65875896438556,1.0,230930000,231520000,16.250612
74,172,0.0086342220652036,0.195316556291391,0.65875896438556,1.0,231170000,231660000,18.283401
44,159,0.0071164987358018,0.195328070175439,0.65875896438556,1.0,231020000,231595000,16.666128
41,176,0.0054282251429056,0.19534,0.65875896438556,1.0,231005000,231680000,13.927258
46,163,0.0068343537292213,0.19544628975265,0.65875896438556,1.0,231030000,231615000,16.30173
45,153,0.0076105714231631,0.195481164383562,0.65875896438556,1.0,231025000,231565000,17.234108
51,82,0.0383825795040843,0.195552845528455,0.65875896438556,1.0,231055000,231210000,37.09135
4,162,0.0044640389981433,0.195643388429752,0.65875896438556,1.0,230820000,231610000,12.26216
20,148,0.0057572609988339,0.195685661764706,0.65875896438556,1.0,230900000,231540000,14.431911
35,146,0.0074126868050248,0.195720761245675,0.65875896438556,1.0,230975000,231530000,16.997557
50,165,0.0070961977489837,0.195721754385965,0.65875896438556,1.0,231050000,231625000,16.637962
14,153,0.0053038642495994,0.195745977011494,0.65875896438556,1.0,230870000,231565000,13.734123
91,164,0.0132475470356049,0.195762691131498,0.65875896438556,1.0,231255000,231620000,22.137648
69,148,0.0120361573315939,0.195766666666667,0.65875896438556,1.0,231145000,231540000,21.055296
93,174,0.0117099411691887,0.195794357366771,0.65875896438556,1.0,231265000,231670000,20.794178
68,164,0.00888028294363,0.195800328947368,0.65875896438556,1.0,231140000,231620000,18.486534
101,156,0.0190090798058045,0.195897971014493,0.65875896438556,1.0,231305000,231580000,26.250126
53,87,0.0340467118412133,0.19591174863388,0.65875896438556,1.0,231065000,231235000,35.02192
36,122,0.0107336813607295,0.195937261146497,0.65875896438556,1.0,230980000,231410000,19.955372
32,138,0.007691822394668,0.196006462585034,0.65875896438556,1.0,230960000,231490000,17.312643
20,42,0.061803952966724,0.196030423280423,0.65875896438556,1.0,230900000,231010000,45.81529
110,169,0.0174430031954175,0.196063929618768,0.65875896438556,1.0,231350000,231645000,25.134892
32,135,0.0077735111151281,0.19606430976431,0.65875896438556,1.0,230960000,231475000,17.420042
48,167,0.0066273044511068,0.196070818505338,0.65875896438556,1.0,231040000,231635000,16.03845
9,166,0.0044483194699157,0.196076543209877,0.65875896438556,1.0,230845000,231630000,12.208599
39,175,0.0053128794389566,0.196109090909091,0.65875896438556,1.0,230995000,231675000,13.751761
13,85,0.013465854155414,0.196121036585366,0.65875896438556,1.0,230865000,231225000,22.25784
29,169,0.0051844717998561,0.196189615384615,0.65875896438556,1.0,230945000,231645000,13.528079
69,170,0.0080520838675689,0.196235117056856,0.65875896438556,1.0,231145000,231650000,17.748405
101,140,0.0283285520621749,0.196237119113573,0.65875896438556,1.0,231305000,231500000,31.970242
75,139,0.0157199539869958,0.196241666666667,0.65875896438556,1.0,231175000,231495000,23.80112
5,44,0.0283278615604758,0.196245706371191,0.65875896438556,1.0,230825000,231020000,31.964018
58,175,0.006784587277228,0.196366784452297,0.65875896438556,1.0,231090000,231675000,16.2715
38,161,0.0059884880104422,0.196373646209386,0.65875896438556,1.0,230990000,231605000,14.884195
61,105,0.0244434631681893,0.196425280898876,0.65875896438556,1.0,231105000,231325000,29.533463
22,147,0.0059657700636407,0.196437818181818,0.65875896438556,1.0,230910000,231535000,14.8297205
85,118,0.0353181064056304,0.196483923705722,0.65875896438556,1.0,231225000,231390000,35.550537
13,140,0.0057732976472058,0.196517582417582,0.65875896438556,1.0,230865000,231500000,14.459759
67,166,0.0084341008555313,0.196517940199336,0.65875896438556,1.0,231135000,231630000,18.12146
95,171,0.0123841262183528,0.196564506172839,0.65875896438556,1.0,231275000,231655000,21.366106
3,152,0.0048569279026334,0.196612749003984,0.65875896438556,1.0,230815000,231560000,12.983787
10,177,0.0043073059319141,0.19664678111588,0.65875896438556,1.0,230850000,231685000,11.939038
84,126,0.0257601964757489,0.196665083798883,0.65875896438556,1.0,231220000,231430000,30.337086
93,130,0.0302524773845176,0.196700550964187,0.65875896438556,1.0,231265000,231450000,33.012283
111,136,0.051627925284757,0.196733866666667,0.65875896438556,1.0,231355000,231480000,42.26762
3,31,0.0442226925105947,0.196741935483871,0.65875896438556,1.0,230815000,230955000,39.6179
54,84,0.0400296335181595,0.196901621621622,0.65875896438556,1.0,231070000,231220000,37.82541
21,137,0.0069742046316587,0.19690985915493,0.65875896438556,1.0,230905000,231485000,16.453959
17,154,0.0053060976250977,0.196922053231939,0.65875896438556,1.0,230885000,231570000,13.735127
94,170,0.0123613096767859,0.196934567901235,0.65875896438556,1.0,231270000,231650000,21.336046
9,164,0.0046109692174445,0.196955102040816,0.65875896438556,1.0,230845000,231620000,12.567305
65,168,0.0077225680881247,0.196962626262626,0.65875896438556,1.0,231125000,231640000,17.352354
44,133,0.0100264275187755,0.197001286173633,0.65875896438556,1.0,231020000,231465000,19.338266
64,172,0.0075231106044917,0.197035273972603,0.65875896438556,1.0,231120000,231660000,17.12428
50,177,0.0057452538829944,0.19704652014652,0.65875896438556,1.0,231050000,231685000,14.409448
58,170,0.0073236016176755,0.197072916666667,0.65875896438556,1.0,231090000,231650000,16.886625
50,155,0.0076706615524989,0.197235593220339,0.65875896438556,1.0,231050000,231575000,17.29069
100,166,0.0151090840675038,0.197276047904192,0.65875896438556,1.0,231300000,231630000,23.348772
26,139,0.0072858458926154,0.197354355400697,0.65875896438556,1.0,230930000,231495000,16.852879
86,132,0.0231025285002261,0.197359039548023,0.65875896438556,1.0,231230000,231460000,28.647465
63,142,0.0119376119643534,0.197378504672897,0.65875896438556,1.0,231115000,231510000,20.986666
80,131,0.0205426032560934,0.197385386819484,0.65875896438556,1.0,231200000,231455000,27.094912
98,173,0.012631616374717,0.197457538461538,0.65875896438556,1.0,231290000,231665000,21.614742
66,155,0.0099986903959953,0.197494533762058,0.65875896438556,1.0,231130000,231575000,19.31707
69,120,0.0205336561118218,0.197557020057307,0.65875896438556,1.0,231145000,231400000,27.08002
20,144,0.0058687735248538,0.197563768115942,0.65875896438556,1.0,230900000,231520000,14.632164
42,161,0.0065481083707278,0.197581494661922,0.65875896438556,1.0,231010000,231605000,15.859992
1,171,0.0042055911581307,0.197584347826087,0.65875896438556,1.0,230805000,231655000,11.638003
36,173,0.0052690060108548,0.197671102661597,0.65875896438556,1.0,230980000,231665000,13.675945
9,147,0.0051932306225085,0.197671374045802,0.65875896438556,1.0,230845000,231535000,13.534949
49,154,0.0076471822160849,0.197679661016949,0.65875896438556,1.0,231045000,231570000,17.264229
60,170,0.0074137703083674,0.197761379310345,0.65875896438556,1.0,231100000,231650000,16.997957
65,163,0.0084901363752835,0.197784768211921,0.65875896438556,1.0,231125000,231615000,18.173233
56,161,0.0076392076550082,0.197842033898305,0.65875896438556,1.0,231080000,231605000,17.259901
34,144,0.0074084650548623,0.197855862068966,0.65875896438556,1.0,230970000,231520000,16.98199
88,131,0.0250070016775798,0.197914285714286,0.65875896438556,1.0,231240000,231455000,29.814442
82,138,0.0185041881734688,0.197944476744186,0.65875896438556,1.0,231210000,231490000,25.941229
25,177,0.0046449806727325,0.198042338709677,0.65875896438556,1.0,230925000,231685000,12.621823
24,148,0.0058419987964153,0.198090942028986,0.65875896438556,1.0,230920000,231540000,14.583285
62,171,0.007391207733825,0.1981735395189,0.65875896438556,1.0,231110000,231655000,16.958427
65,104,0.0282008795197448,0.198174515235457,0.65875896438556,1.0,231125000,231320000,31.875622
14,167,0.0045662732062579,0.198274089068826,0.65875896438556,1.0,230870000,231635000,12.485558
16,156,0.0050848506632976,0.198278461538462,0.65875896438556,1.0,230880000,231580000,13.361967
5,164,0.0042771708223036,0.198291286307054,0.65875896438556,1.0,230825000,231620000,11.839967
59,175,0.0069027351203618,0.198299295774648,0.65875896438556,1.0,231095000,231675000,16.377802
39,140,0.0079343106257092,0.198341137123746,0.65875896438556,1.0,230995000,231500000,17.607199
74,88,0.118911777521532,0.198370984455959,0.65875896438556,1.0,231170000,231240000,59.059002
23,164,0.0050775912459361,0.198406177606178,0.65875896438556,1.0,230915000,231620000,13.354435
67,160,0.0091949412423977,0.198435179153094,0.65875896438556,1.0,231135000,231600000,18.708761
61,163,0.0078694496600387,0.198458389261745,0.65875896438556,1.0,231105000,231615000,17.51444
30,154,0.0058234921311468,0.198481884057971,0.65875896438556,1.0,230950000,231570000,14.560957
43,167,0.0058194865742847,0.198568115942029,0.65875896438556,1.0,231015000,231635000,14.557279
11,163,0.0046189180352589,0.198653225806452,0.65875896438556,1.0,230855000,231615000,12.593862
58,114,0.0184645427381942,0.198664244186047,0.65875896438556,1.0,231090000,231370000,25.888554
53,114,0.0165918670744269,0.198670206489676,0.65875896438556,1.0,231065000,231370000,24.494188
8,148,0.0050653627110063,0.198678076923077,0.65875896438556,1.0,230840000,231540000,13.333653
5,153,0.0047586295558152,0.19869126984127,0.65875896438556,1.0,230825000,231565000,12.840282
52,150,0.0084338174417279,0.198732450331126,0.65875896438556,1.0,231060000,231550000,18.118206
100,156,0.0184607193558988,0.198733720930233,0.65875896438556,1.0,231300000,231580000,25.868753
78,106,0.0440537089484953,0.198784946236559,0.65875896438556,1.0,231190000,231330000,39.568188
6,136,0.0055841207172514,0.198789259259259,0.65875896438556,1.0,230830000,231480000,14.199791
67,77,0.198492159098368,0.198803333333333,0.65875896438556,1.0,231135000,231185000,72.83574
38,169,0.0055554067712571,0.198822304832714,0.65875896438556,1.0,230990000,231645000,14.140184
81,117,0.0312751897157977,0.19887032967033,0.65875896438556,1.0,231205000,231385000,33.566364
11,156,0.0047922224044519,0.198874901960784,0.65875896438556,1.0,230855000,231580000,12.885295
74,129,0.0188432249918109,0.19887652173913,0.65875896438556,1.0,231170000,231445000,26.168156
56,150,0.008955762087673,0.198996732026144,0.65875896438556,1.0,231080000,231550000,18.544786
48,157,0.0073459742763597,0.199020962199313,0.65875896438556,1.0,231040000,231585000,16.919407
63,90,0.0461754364396588,0.199023324396783,0.65875896438556,1.0,231115000,231250000,40.447746
29,176,0.0046922536182325,0.199030434782609,0.65875896438556,1.0,230945000,231680000,12.733854
50,132,0.0113659366617273,0.199080503144654,0.65875896438556,1.0,231050000,231460000,20.492907
75,159,0.0110317904628328,0.199090189873418,0.65875896438556,1.0,231175000,231595000,20.196823
20,137,0.006640730345441,0.199167137809187,0.65875896438556,1.0,230900000,231485000,16.063955
38,171,0.0053883203793384,0.199216853932584,0.65875896438556,1.0,230990000,231655000,13.846484
58,108,0.0208636976326226,0.199267714285714,0.65875896438556,1.0,231090000,231340000,27.34318
56,84,0.0440147728939547,0.199269623655914,0.65875896438556,1.0,231080000,231220000,39.552303
22,163,0.0050367056080807,0.199301544401544,0.65875896438556,1.0,230910000,231615000,13.260418
11,95,0.0110194353339353,0.199306962025316,0.65875896438556,1.0,230855000,231275000,20.187624
137,176,0.028126206012854,0.199318282548476,0.65875896438556,1.0,231485000,231680000,31.831053
20,143,0.0058449157005122,0.199324548736462,0.65875896438556,1.0,230900000,231515000,14.586821
